model_name,bleu_score,corpus_rouge1,corpus_rouge2,corpus_rougeL,corpus_rougeLsum,corpus_bertscore_precision,corpus_bertscore_recall,corpus_bertscore_f1
gemma-3-1b-it,20.739997210407427,0.5146981165287802,0.291005291005291,0.5146981165287802,0.5146981165287802,0.8108404874801636,0.8082953294118246,0.808867355187734
