model_name,bleu_score,corpus_rouge1,corpus_rouge2,corpus_rougeL,corpus_rougeLsum,corpus_bertscore_precision,corpus_bertscore_recall,corpus_bertscore_f1
gemma-3-12b-it,7.504273657731287,0.436696894051246,0.18578254662564425,0.3664104581623197,0.3670016700865615,0.7026621335744858,0.7606102216243744,0.7294069224596024
