model_name,bleu_score,corpus_rouge1,corpus_rouge2,corpus_rougeL,corpus_rougeLsum,corpus_bertscore_precision,corpus_bertscore_recall,corpus_bertscore_f1
gemma-3-12b-it,21.409644132472696,0.5460871262423876,0.26929171588411493,0.44170487525025603,0.44272464853289134,0.7586436247825623,0.7578336381912232,0.7573903119564056
