model_name,bleu_score,corpus_rouge1,corpus_rouge2,corpus_rougeL,corpus_rougeLsum,corpus_bertscore_precision,corpus_bertscore_recall,corpus_bertscore_f1
gemma-3-12b-it,27.526251125421982,0.56630957838233,0.313789232427755,0.4763893639113378,0.47652782202835436,0.7619824689626694,0.7703912496566773,0.765408239364624
