model_name,language,corpus_codebleu,corpus_ngram_match_score,corpus_weighted_ngram_match_score,corpus_syntax_match_score,corpus_dataflow_match_score
gemma-3-12b-it,python,0.3791315820933413,0.27923192793984175,0.30138000752267813,0.4409991386735573,0.49491525423728816
gemma-3-12b-it,java,0.2763218888470641,0.212989729095728,0.2249082033543883,0.34190782422293675,0.32548179871520344
gemma-3-12b-it,cpp,0.31482013258506786,0.1892745549551405,0.20136190758852068,0.4166666666666667,0.4519774011299435
gemma-3-12b-it,c,0.29350617199187834,0.2055209362487619,0.2343950676680348,0.33002705139765554,0.40408163265306124
