model_name,bleu_score,corpus_rouge1,corpus_rouge2,corpus_rougeL,corpus_rougeLsum,corpus_bertscore_precision,corpus_bertscore_recall,corpus_bertscore_f1
gemma-3-12b-it,19.285806642568524,0.5342813383296751,0.2541510835867846,0.4268667970852561,0.42641327026270914,0.7505797201936896,0.751446389339187,0.7501788105476986
