model_name,bleu_score,corpus_rouge1,corpus_rouge2,corpus_rougeL,corpus_rougeLsum,corpus_bertscore_precision,corpus_bertscore_recall,corpus_bertscore_f1
gemma-3-12b-it,7.625299926003029,0.44185834102321486,0.18696799233534767,0.3704895329947508,0.37026580367457107,0.7055502466180108,0.7631855728951368,0.7321178093552589
