model_name,bleu_score,corpus_rouge1,corpus_rouge2,corpus_rougeL,corpus_rougeLsum,corpus_bertscore_precision,corpus_bertscore_recall,corpus_bertscore_f1
gemma-3-12b-it,11.159860124313463,0.46908680932276087,0.17913416758446568,0.35410196589377546,0.35373053099613233,0.7160308516838334,0.7042652233080431,0.7093724594874815
