model_name,bleu_score,corpus_rouge1,corpus_rouge2,corpus_rougeL,corpus_rougeLsum,corpus_bertscore_precision,corpus_bertscore_recall,corpus_bertscore_f1
gemma-3-12b-it,11.125334834922889,0.48764816619190154,0.184967318398738,0.38381536480474593,0.38345325456600066,0.7484985393556681,0.7122561579400842,0.7293217500502412
