model_name,bleu_score,corpus_rouge1,corpus_rouge2,corpus_rougeL,corpus_rougeLsum,corpus_bertscore_precision,corpus_bertscore_recall,corpus_bertscore_f1
gemma-3-12b-it,11.245407954640621,0.46629366376879644,0.20491072950015188,0.40278809086629164,0.40248827913523777,0.7507473605871201,0.7659170234203339,0.7572871035337448
