model_name,bleu_score,corpus_rouge1,corpus_rouge2,corpus_rougeL,corpus_rougeLsum,corpus_bertscore_precision,corpus_bertscore_recall,corpus_bertscore_f1
gemma-3-12b-it,11.665610360251375,0.48183201843406337,0.18902049516395658,0.37937475160005574,0.378333053936998,0.7273964267969132,0.708910117149353,0.7172367471456528
