model_name,bleu_score,corpus_rouge1,corpus_rouge2,corpus_rougeL,corpus_rougeLsum,corpus_bertscore_precision,corpus_bertscore_recall,corpus_bertscore_f1
gemma-3-12b-it,11.90756640710684,0.4669867092105449,0.1816092863890221,0.3569612344873143,0.35681427729558146,0.7179767191410065,0.7045139741897583,0.7104334676265717
