model_name,bleu_score,corpus_rouge1,corpus_rouge2,corpus_rougeL,corpus_rougeLsum,corpus_bertscore_precision,corpus_bertscore_recall,corpus_bertscore_f1
gemma-3-12b-it,10.639762689524803,0.48746079014504184,0.1854158432400198,0.38208852786499153,0.38148168205236166,0.749434329867363,0.7107046681642533,0.7288663113117217
