model_name,bleu_score,corpus_rouge1,corpus_rouge2,corpus_rougeL,corpus_rougeLsum,corpus_bertscore_precision,corpus_bertscore_recall,corpus_bertscore_f1
gemma-3-12b-it,11.084298394012936,0.46108123402886547,0.19546878726300143,0.40491529867346043,0.40352032088395773,0.7508420675992966,0.7516099768877029,0.7502649855613709
