model_name,bleu_score,corpus_rouge1,corpus_rouge2,corpus_rougeL,corpus_rougeLsum,corpus_bertscore_precision,corpus_bertscore_recall,corpus_bertscore_f1
gemma-3-12b-it,20.532573338386566,0.5511556187894422,0.3220195007660603,0.4824169351197758,0.484014442029914,0.7435031193494797,0.79829052567482,0.7691543263196945
