model_name,bleu_score,corpus_rouge1,corpus_rouge2,corpus_rougeL,corpus_rougeLsum,corpus_bertscore_precision,corpus_bertscore_recall,corpus_bertscore_f1
gemma-3-12b-it,12.421001073159337,0.4979165827199067,0.24199090947041713,0.4287377945785417,0.42916946817984436,0.7375948512554169,0.7820551139116287,0.7581199246644974
